id,item_id,category_name,最大月銷量,最小月銷量,熱銷程度,update_time
1054,182981510,iPhone保護殼,15,15,普通,2018-04-17
1055,27642240,iPhone保護殼,15,15,普通,2018-04-17
1056,364589381,iPhone保護殼,15,15,普通,2018-04-17
1057,785850606,iPhone保護殼,14,14,普通,2018-04-17
1058,107917298,iPhone保護殼,14,14,普通,2018-04-17
1059,153916434,iPhone保護殼,13,12,普通,2018-04-17
1060,302387923,iPhone保護殼,13,13,普通,2018-04-17
1061,256363493,iPhone保護殼,13,12,普通,2018-04-17
1062,101251855,iPhone保護殼,13,13,普通,2018-04-17
1063,583034720,iPhone保護殼,13,13,普通,2018-04-17
1064,635583295,iPhone保護殼,13,13,普通,2018-04-17
1065,73204691,iPhone保護殼,12,12,滯銷,2018-04-17
1066,63224878,iPhone保護殼,12,12,滯銷,2018-04-17
1067,740881069,iPhone保護殼,12,12,滯銷,2018-04-17
1068,860811257,iPhone保護殼,12,12,滯銷,2018-04-17
1069,13783390,iPhone保護殼,12,12,滯銷,2018-04-17
1070,1011181272,iPhone保護殼,12,10,滯銷,2018-04-17
1071,673220452,iPhone保護殼,12,12,滯銷,2018-04-17
1072,415109467,iPhone保護殼,12,11,滯銷,2018-04-17
1073,32483177,iPhone保護殼,12,12,滯銷,2018-04-17
1074,280910864,iPhone保護殼,12,12,滯銷,2018-04-17
1075,842277616,iPhone保護殼,11,11,滯銷,2018-04-17
1076,822741692,iPhone保護殼,11,11,滯銷,2018-04-17
1077,65375872,iPhone保護殼,11,11,滯銷,2018-04-17
1078,85505019,iPhone保護殼,11,9,滯銷,2018-04-17
1079,9495539,iPhone保護殼,11,11,滯銷,2018-04-17
1080,781410805,iPhone保護殼,11,11,滯銷,2018-04-17
1081,55343092,iPhone保護殼,11,10,滯銷,2018-04-17
1082,905385921,iPhone保護殼,10,10,滯銷,2018-04-17
1083,320464084,iPhone保護殼,10,8,滯銷,2018-04-17
1084,537464004,iPhone保護殼,10,10,滯銷,2018-04-17
1085,673010918,iPhone保護殼,10,10,滯銷,2018-04-17
1086,707346719,iPhone保護殼,10,10,滯銷,2018-04-17
1087,668390118,iPhone保護殼,10,10,滯銷,2018-04-17
1088,857337417,iPhone保護殼,10,10,滯銷,2018-04-17
1089,416882967,iPhone保護殼,10,10,滯銷,2018-04-17
1090,852524434,iPhone保護殼,10,10,滯銷,2018-04-17
1091,1008073747,iPhone保護殼,10,10,滯銷,2018-04-17
1092,18129403,iPhone保護殼,10,10,滯銷,2018-04-17
1093,944907903,iPhone保護殼,10,9,滯銷,2018-04-17
1094,701640323,iPhone保護殼,10,10,滯銷,2018-04-17
1095,761955976,iPhone保護殼,10,10,滯銷,2018-04-17
1096,13666372,iPhone保護殼,9,9,滯銷,2018-04-17
1097,693873263,iPhone保護殼,9,8,滯銷,2018-04-17
1098,240147954,iPhone保護殼,9,5,滯銷,2018-04-17
1099,511339986,iPhone保護殼,9,9,滯銷,2018-04-17
1100,962567929,iPhone保護殼,9,9,滯銷,2018-04-17
1101,157042464,iPhone保護殼,9,9,滯銷,2018-04-17
1102,155091718,iPhone保護殼,9,9,滯銷,2018-04-17
1103,483798532,iPhone保護殼,9,8,滯銷,2018-04-17
1104,41766863,iPhone保護殼,9,9,滯銷,2018-04-17
1105,813312703,iPhone保護殼,9,9,滯銷,2018-04-17
1106,801365778,iPhone保護殼,8,8,滯銷,2018-04-17
1107,806142048,iPhone保護殼,8,8,滯銷,2018-04-17
1108,408099956,iPhone保護殼,8,7,滯銷,2018-04-17
1109,15428677,iPhone保護殼,8,8,滯銷,2018-04-17
1110,723358193,iPhone保護殼,8,8,滯銷,2018-04-17
1111,905287221,iPhone保護殼,8,7,滯銷,2018-04-17
1112,45516277,iPhone保護殼,8,3,滯銷,2018-04-17
1113,300304537,iPhone保護殼,8,6,滯銷,2018-04-17
1114,134240389,iPhone保護殼,8,8,滯銷,2018-04-17
1115,966691498,iPhone保護殼,7,7,滯銷,2018-04-17
1116,174736667,iPhone保護殼,7,7,滯銷,2018-04-17
1117,96957664,iPhone保護殼,7,7,滯銷,2018-04-17
1118,73459927,iPhone保護殼,7,7,滯銷,2018-04-17
1119,568577892,iPhone保護殼,7,7,滯銷,2018-04-17
1120,1027127963,iPhone保護殼,7,7,滯銷,2018-04-17
1121,612765329,iPhone保護殼,7,7,滯銷,2018-04-17
1122,835403109,iPhone保護殼,7,7,滯銷,2018-04-17
1123,383086940,iPhone保護殼,7,7,滯銷,2018-04-17
1124,11314414,iPhone保護殼,7,6,滯銷,2018-04-17
1125,13712060,iPhone保護殼,7,5,滯銷,2018-04-17
1126,17051374,iPhone保護殼,7,4,滯銷,2018-04-17
1127,619237994,iPhone保護殼,6,4,滯銷,2018-04-17
1128,667668639,iPhone保護殼,6,6,滯銷,2018-04-17
1129,136616523,iPhone保護殼,6,6,滯銷,2018-04-17
1130,719909858,iPhone保護殼,6,6,滯銷,2018-04-17
1131,965077064,iPhone保護殼,6,6,滯銷,2018-04-17
1132,250891069,iPhone保護殼,6,6,滯銷,2018-04-17
1133,880182203,iPhone保護殼,6,6,滯銷,2018-04-17
1134,100271481,iPhone保護殼,6,2,滯銷,2018-04-17
1135,2958565,iPhone保護殼,6,6,滯銷,2018-04-17
1136,11789816,iPhone保護殼,6,6,滯銷,2018-04-17
1137,38459318,iPhone保護殼,6,5,滯銷,2018-04-17
1138,970774886,iPhone保護殼,6,6,滯銷,2018-04-17
1139,309739120,iPhone保護殼,6,6,滯銷,2018-04-17
1140,292633637,iPhone保護殼,6,6,滯銷,2018-04-17
1141,114508775,iPhone保護殼,6,6,滯銷,2018-04-17
1142,294300539,iPhone保護殼,6,5,滯銷,2018-04-17
1143,17044411,iPhone保護殼,6,4,滯銷,2018-04-17
1144,681066285,iPhone保護殼,6,6,滯銷,2018-04-17
1145,125646736,iPhone保護殼,6,6,滯銷,2018-04-17
1146,933674336,iPhone保護殼,6,6,滯銷,2018-04-17
1147,1019269737,iPhone保護殼,6,3,滯銷,2018-04-17
1148,635604204,iPhone保護殼,5,5,滯銷,2018-04-17
1149,544399076,iPhone保護殼,5,4,滯銷,2018-04-17
1150,673079492,iPhone保護殼,5,4,滯銷,2018-04-17
1151,5918031,iPhone保護殼,5,5,滯銷,2018-04-17
1152,33374830,iPhone保護殼,5,5,滯銷,2018-04-17
1153,879436155,iPhone保護殼,5,5,滯銷,2018-04-17
1154,1766894,iPhone保護殼,5,4,滯銷,2018-04-17
1155,1004416611,iPhone保護殼,5,5,滯銷,2018-04-17
1156,170177320,iPhone保護殼,5,2,滯銷,2018-04-17
1157,3192315,iPhone保護殼,5,5,滯銷,2018-04-17
1158,182995410,iPhone保護殼,5,4,滯銷,2018-04-17
1159,555557770,iPhone保護殼,5,5,滯銷,2018-04-17
1160,680114327,iPhone保護殼,5,5,滯銷,2018-04-17
1161,25358669,iPhone保護殼,5,5,滯銷,2018-04-17
1162,489755189,iPhone保護殼,5,4,滯銷,2018-04-17
1163,1025142720,iPhone保護殼,5,3,滯銷,2018-04-17
1164,994227094,iPhone保護殼,5,5,滯銷,2018-04-17
1165,9369416,iPhone保護殼,5,5,滯銷,2018-04-17
1166,736344916,iPhone保護殼,5,5,滯銷,2018-04-17
1167,107655667,iPhone保護殼,5,5,滯銷,2018-04-17
1168,917482492,iPhone保護殼,5,5,滯銷,2018-04-17
1169,1019622125,iPhone保護殼,5,4,滯銷,2018-04-17
1170,135534494,iPhone保護殼,5,4,滯銷,2018-04-17
1171,473193257,iPhone保護殼,5,5,滯銷,2018-04-17
1172,984239827,iPhone保護殼,5,5,滯銷,2018-04-17
1173,889202566,iPhone保護殼,5,5,滯銷,2018-04-17
1174,34084232,iPhone保護殼,5,5,滯銷,2018-04-17
1175,21335356,iPhone保護殼,5,5,滯銷,2018-04-17
1176,171000734,iPhone保護殼,5,5,滯銷,2018-04-17
1177,469895122,iPhone保護殼,5,5,滯銷,2018-04-17
1178,773699259,iPhone保護殼,5,5,滯銷,2018-04-17
1179,732036168,iPhone保護殼,5,5,滯銷,2018-04-17
1180,17047010,iPhone保護殼,5,4,滯銷,2018-04-17
1181,839384334,iPhone保護殼,5,5,滯銷,2018-04-17
1182,958481475,iPhone保護殼,5,5,滯銷,2018-04-17
1183,782105618,iPhone保護殼,5,4,滯銷,2018-04-17
1184,796883707,iPhone保護殼,5,5,滯銷,2018-04-17
1185,971659988,iPhone保護殼,5,5,滯銷,2018-04-17
1186,318328926,iPhone保護殼,4,4,滯銷,2018-04-17
1187,688224493,iPhone保護殼,4,4,滯銷,2018-04-17
1188,114332361,iPhone保護殼,4,4,滯銷,2018-04-17
1189,877480912,iPhone保護殼,4,4,滯銷,2018-04-17
1190,262703913,iPhone保護殼,4,4,滯銷,2018-04-17
1191,17207782,iPhone保護殼,4,4,滯銷,2018-04-17
1192,972847576,iPhone保護殼,4,4,滯銷,2018-04-17
1193,817832737,iPhone保護殼,4,4,滯銷,2018-04-17
1194,83737692,iPhone保護殼,4,4,滯銷,2018-04-17
1195,235272541,iPhone保護殼,4,2,滯銷,2018-04-17
1196,232015724,iPhone保護殼,4,3,滯銷,2018-04-17
1197,341631229,iPhone保護殼,4,4,滯銷,2018-04-17
1198,790931952,iPhone保護殼,4,4,滯銷,2018-04-17
1199,301152329,iPhone保護殼,4,4,滯銷,2018-04-17
1200,1013906448,iPhone保護殼,4,4,滯銷,2018-04-17
1201,756279780,iPhone保護殼,4,4,滯銷,2018-04-17
1202,680293618,iPhone保護殼,4,4,滯銷,2018-04-17
1203,63162585,iPhone保護殼,4,4,滯銷,2018-04-17
1204,195185256,iPhone保護殼,4,4,滯銷,2018-04-17
1205,663453310,iPhone保護殼,4,4,滯銷,2018-04-17
1206,798605621,iPhone保護殼,4,4,滯銷,2018-04-17
1207,280861016,iPhone保護殼,4,4,滯銷,2018-04-17
1208,41559601,iPhone保護殼,4,4,滯銷,2018-04-17
1209,321558384,iPhone保護殼,4,4,滯銷,2018-04-17
1210,686284141,iPhone保護殼,4,4,滯銷,2018-04-17
1211,302499090,iPhone保護殼,4,4,滯銷,2018-04-17
1212,21018289,iPhone保護殼,4,4,滯銷,2018-04-17
1213,854884045,iPhone保護殼,4,4,滯銷,2018-04-17
1214,399718073,iPhone保護殼,4,4,滯銷,2018-04-17
1215,887698236,iPhone保護殼,4,4,滯銷,2018-04-17
1216,8459184,iPhone保護殼,4,3,滯銷,2018-04-17
1217,17218523,iPhone保護殼,4,4,滯銷,2018-04-17
1218,423233232,iPhone保護殼,4,4,滯銷,2018-04-17
1219,730343943,iPhone保護殼,4,4,滯銷,2018-04-17
1220,13551657,iPhone保護殼,4,4,滯銷,2018-04-17
1221,1003537344,iPhone保護殼,4,4,滯銷,2018-04-17
1222,236672489,iPhone保護殼,4,4,滯銷,2018-04-17
1223,19612860,iPhone保護殼,4,4,滯銷,2018-04-17
1224,667500569,iPhone保護殼,4,4,滯銷,2018-04-17
1225,451531925,iPhone保護殼,4,4,滯銷,2018-04-17
1226,770409756,iPhone保護殼,3,2,滯銷,2018-04-17
1227,398545755,iPhone保護殼,3,3,滯銷,2018-04-17
1228,623927383,iPhone保護殼,3,3,滯銷,2018-04-17
1229,750302040,iPhone保護殼,3,3,滯銷,2018-04-17
1230,12758870,iPhone保護殼,3,3,滯銷,2018-04-17
1231,969112836,iPhone保護殼,3,3,滯銷,2018-04-17
1232,442615031,iPhone保護殼,3,3,滯銷,2018-04-17
1233,172417776,iPhone保護殼,3,3,滯銷,2018-04-17
1234,975509805,iPhone保護殼,3,3,滯銷,2018-04-17
1235,11394897,iPhone保護殼,3,3,滯銷,2018-04-17
1236,641020375,iPhone保護殼,3,3,滯銷,2018-04-17
1237,664293235,iPhone保護殼,3,3,滯銷,2018-04-17
1238,405804822,iPhone保護殼,3,2,滯銷,2018-04-17
1239,1019566466,iPhone保護殼,3,3,滯銷,2018-04-17
1240,13837142,iPhone保護殼,3,3,滯銷,2018-04-17
1241,13878352,iPhone保護殼,3,3,滯銷,2018-04-17
1242,949915642,iPhone保護殼,3,3,滯銷,2018-04-17
1243,949302239,iPhone保護殼,3,3,滯銷,2018-04-17
1244,989635111,iPhone保護殼,3,3,滯銷,2018-04-17
1245,796779185,iPhone保護殼,3,3,滯銷,2018-04-17
1246,112032952,iPhone保護殼,3,3,滯銷,2018-04-17
1247,685139628,iPhone保護殼,3,3,滯銷,2018-04-17
1248,170581412,iPhone保護殼,3,3,滯銷,2018-04-17
1249,899437521,iPhone保護殼,3,3,滯銷,2018-04-17
1250,1000156444,iPhone保護殼,3,3,滯銷,2018-04-17
1251,845732393,iPhone保護殼,3,3,滯銷,2018-04-17
1252,14018791,iPhone保護殼,3,3,滯銷,2018-04-17
1253,754077317,iPhone保護殼,3,3,滯銷,2018-04-17
1254,768862336,iPhone保護殼,3,3,滯銷,2018-04-17
1255,1002069377,iPhone保護殼,3,3,滯銷,2018-04-17
1256,431310256,iPhone保護殼,3,3,滯銷,2018-04-17
1257,973827881,iPhone保護殼,3,3,滯銷,2018-04-17
1258,970423157,iPhone保護殼,3,3,滯銷,2018-04-17
1259,693842226,iPhone保護殼,3,3,滯銷,2018-04-17
1260,671851093,iPhone保護殼,3,3,滯銷,2018-04-17
1261,66677856,iPhone保護殼,3,3,滯銷,2018-04-17
1262,316034520,iPhone保護殼,3,3,滯銷,2018-04-17
1263,5471813,iPhone保護殼,3,3,滯銷,2018-04-17
1264,98805359,iPhone保護殼,3,2,滯銷,2018-04-17
1265,4328643,iPhone保護殼,3,3,滯銷,2018-04-17
1266,50253419,iPhone保護殼,3,3,滯銷,2018-04-17
1267,1010786416,iPhone保護殼,3,2,滯銷,2018-04-17
1268,866338605,iPhone保護殼,3,2,滯銷,2018-04-17
1269,829687428,iPhone保護殼,3,3,滯銷,2018-04-17
1270,937541273,iPhone保護殼,3,3,滯銷,2018-04-17
1271,8423807,iPhone保護殼,3,3,滯銷,2018-04-17
1272,982186964,iPhone保護殼,3,3,滯銷,2018-04-17
1273,708281214,iPhone保護殼,3,3,滯銷,2018-04-17
1274,308241467,iPhone保護殼,3,2,滯銷,2018-04-17
1275,237628436,iPhone保護殼,3,3,滯銷,2018-04-17
1276,1002957371,iPhone保護殼,3,3,滯銷,2018-04-17
1277,603218713,iPhone保護殼,3,2,滯銷,2018-04-17
1278,702245325,iPhone保護殼,3,3,滯銷,2018-04-17
1279,1009370617,iPhone保護殼,3,3,滯銷,2018-04-17
1280,985657683,iPhone保護殼,3,1,滯銷,2018-04-17
1281,65581263,iPhone保護殼,3,2,滯銷,2018-04-17
1282,316911135,iPhone保護殼,3,2,滯銷,2018-04-17
1283,12385647,iPhone保護殼,2,2,滯銷,2018-04-17
1284,476487169,iPhone保護殼,2,2,滯銷,2018-04-17
1285,991845581,iPhone保護殼,2,2,滯銷,2018-04-17
1286,138262745,iPhone保護殼,2,2,滯銷,2018-04-17
1287,796712169,iPhone保護殼,2,2,滯銷,2018-04-17
1288,162844068,iPhone保護殼,2,2,滯銷,2018-04-17
1289,319893672,iPhone保護殼,2,2,滯銷,2018-04-17
1290,19612847,iPhone保護殼,2,2,滯銷,2018-04-17
1291,11397427,iPhone保護殼,2,2,滯銷,2018-04-17
1292,1009843860,iPhone保護殼,2,2,滯銷,2018-04-17
1293,135320698,iPhone保護殼,2,2,滯銷,2018-04-17
1294,10053222,iPhone保護殼,2,1,滯銷,2018-04-17
1295,1025956900,iPhone保護殼,2,2,滯銷,2018-04-17
1296,906576954,iPhone保護殼,2,2,滯銷,2018-04-17
1297,135522836,iPhone保護殼,2,2,滯銷,2018-04-17
1298,558510506,iPhone保護殼,2,1,滯銷,2018-04-17
1299,79680359,iPhone保護殼,2,2,滯銷,2018-04-17
1300,24127612,iPhone保護殼,2,2,滯銷,2018-04-17
1301,197128011,iPhone保護殼,2,2,滯銷,2018-04-17
1302,749816021,iPhone保護殼,2,2,滯銷,2018-04-17
1303,992275284,iPhone保護殼,2,2,滯銷,2018-04-17
1304,80642400,iPhone保護殼,2,2,滯銷,2018-04-17
1305,563943575,iPhone保護殼,2,2,滯銷,2018-04-17
1306,11289413,iPhone保護殼,2,2,滯銷,2018-04-17
1307,396565587,iPhone保護殼,2,2,滯銷,2018-04-17
1308,657382806,iPhone保護殼,2,2,滯銷,2018-04-17
1309,697105767,iPhone保護殼,2,2,滯銷,2018-04-17
1310,42137514,iPhone保護殼,2,1,滯銷,2018-04-17
1311,695418342,iPhone保護殼,2,2,滯銷,2018-04-17
1312,1000380702,iPhone保護殼,2,1,滯銷,2018-04-17
1313,318733549,iPhone保護殼,2,2,滯銷,2018-04-17
1314,992317394,iPhone保護殼,2,2,滯銷,2018-04-17
1315,670820000,iPhone保護殼,2,1,滯銷,2018-04-17
1316,673394266,iPhone保護殼,2,2,滯銷,2018-04-17
1317,685093182,iPhone保護殼,2,2,滯銷,2018-04-17
1318,438215640,iPhone保護殼,2,2,滯銷,2018-04-17
1319,1026702843,iPhone保護殼,2,2,滯銷,2018-04-17
1320,16427262,iPhone保護殼,2,2,滯銷,2018-04-17
1321,957786503,iPhone保護殼,2,1,滯銷,2018-04-17
1322,564897714,iPhone保護殼,2,2,滯銷,2018-04-17
1323,906188010,iPhone保護殼,2,2,滯銷,2018-04-17
1324,250208535,iPhone保護殼,2,2,滯銷,2018-04-17
1325,100342187,iPhone保護殼,2,2,滯銷,2018-04-17
1326,152817237,iPhone保護殼,2,1,滯銷,2018-04-17
1327,986333112,iPhone保護殼,2,2,滯銷,2018-04-17
1328,227756712,iPhone保護殼,2,2,滯銷,2018-04-17
1329,1009899256,iPhone保護殼,2,2,滯銷,2018-04-17
1330,885399693,iPhone保護殼,2,2,滯銷,2018-04-17
1331,350749682,iPhone保護殼,2,2,滯銷,2018-04-17
1332,7332095,iPhone保護殼,2,2,滯銷,2018-04-17
1333,667141529,iPhone保護殼,2,2,滯銷,2018-04-17
1334,21419101,iPhone保護殼,2,2,滯銷,2018-04-17
1335,477949960,iPhone保護殼,2,2,滯銷,2018-04-17
1336,100491492,iPhone保護殼,2,2,滯銷,2018-04-17
1337,65106146,iPhone保護殼,2,1,滯銷,2018-04-17
1338,574448406,iPhone保護殼,2,1,滯銷,2018-04-17
1339,683926460,iPhone保護殼,2,2,滯銷,2018-04-17
1340,33174952,iPhone保護殼,2,2,滯銷,2018-04-17
1341,17073248,iPhone保護殼,2,2,滯銷,2018-04-17
1342,1005595889,iPhone保護殼,2,2,滯銷,2018-04-17
1343,763685794,iPhone保護殼,2,1,滯銷,2018-04-17
1344,194644452,iPhone保護殼,2,2,滯銷,2018-04-17
1345,13845849,iPhone保護殼,2,2,滯銷,2018-04-17
1346,1027380803,iPhone保護殼,2,2,滯銷,2018-04-17
1347,908562049,iPhone保護殼,2,2,滯銷,2018-04-17
1348,1028187627,iPhone保護殼,2,2,滯銷,2018-04-17
1349,31564486,iPhone保護殼,2,1,滯銷,2018-04-17
1350,264701925,iPhone保護殼,2,2,滯銷,2018-04-17
1351,903983336,iPhone保護殼,2,2,滯銷,2018-04-17
1352,993404455,iPhone保護殼,2,2,滯銷,2018-04-17
1353,758444817,iPhone保護殼,2,2,滯銷,2018-04-17
1354,1031605190,iPhone保護殼,2,2,滯銷,2018-04-17
1355,813329065,iPhone保護殼,2,2,滯銷,2018-04-17
1356,686036135,iPhone保護殼,2,2,滯銷,2018-04-17
1357,7551705,iPhone保護殼,2,1,滯銷,2018-04-17
1358,1004024087,iPhone保護殼,2,2,滯銷,2018-04-17
1359,980271014,iPhone保護殼,2,2,滯銷,2018-04-17
1360,1017436961,iPhone保護殼,2,2,滯銷,2018-04-17
1361,577864740,iPhone保護殼,2,1,滯銷,2018-04-17
1362,7987316,iPhone保護殼,2,2,滯銷,2018-04-17
1363,54435174,iPhone保護殼,2,2,滯銷,2018-04-17
1364,82678243,iPhone保護殼,2,2,滯銷,2018-04-17
1365,820884539,iPhone保護殼,2,2,滯銷,2018-04-17
1366,982466680,iPhone保護殼,2,2,滯銷,2018-04-17
1367,84159170,iPhone保護殼,2,1,滯銷,2018-04-17
1368,982746423,iPhone保護殼,2,2,滯銷,2018-04-17
1369,977241190,iPhone保護殼,2,2,滯銷,2018-04-17
1370,1007623702,iPhone保護殼,2,2,滯銷,2018-04-17
1371,758069217,iPhone保護殼,2,2,滯銷,2018-04-17
1372,240204362,iPhone保護殼,2,2,滯銷,2018-04-17
1373,680258962,iPhone保護殼,2,2,滯銷,2018-04-17
1374,845608458,iPhone保護殼,2,2,滯銷,2018-04-17
1375,666583613,iPhone保護殼,2,2,滯銷,2018-04-17
1376,1013404530,iPhone保護殼,2,2,滯銷,2018-04-17
1377,874496199,iPhone保護殼,2,2,滯銷,2018-04-17
1378,967990598,iPhone保護殼,2,2,滯銷,2018-04-17
1379,818401573,iPhone保護殼,2,2,滯銷,2018-04-17
1380,832170305,iPhone保護殼,2,2,滯銷,2018-04-17
1381,691830357,iPhone保護殼,2,2,滯銷,2018-04-17
1382,971282688,iPhone保護殼,2,2,滯銷,2018-04-17
1383,5359293,iPhone保護殼,2,1,滯銷,2018-04-17
1384,739003199,iPhone保護殼,2,2,滯銷,2018-04-17
1385,587800376,iPhone保護殼,2,2,滯銷,2018-04-17
1386,882975918,iPhone保護殼,2,2,滯銷,2018-04-17
1387,5505919,iPhone保護殼,2,2,滯銷,2018-04-17
1388,907871012,iPhone保護殼,2,2,滯銷,2018-04-17
1389,13763185,iPhone保護殼,2,2,滯銷,2018-04-17
1390,949349936,iPhone保護殼,2,2,滯銷,2018-04-17
1391,714664012,iPhone保護殼,2,2,滯銷,2018-04-17
1392,343101917,iPhone保護殼,2,2,滯銷,2018-04-17
1393,994413411,iPhone保護殼,2,2,滯銷,2018-04-17
1394,497748726,iPhone保護殼,2,2,滯銷,2018-04-17
1395,860648687,iPhone保護殼,1,1,滯銷,2018-04-17
1396,869045361,iPhone保護殼,1,1,滯銷,2018-04-17
1397,935667434,iPhone保護殼,1,1,滯銷,2018-04-17
1398,1021979178,iPhone保護殼,1,1,滯銷,2018-04-17
1399,674655099,iPhone保護殼,1,1,滯銷,2018-04-17
1400,698126353,iPhone保護殼,1,1,滯銷,2018-04-17
1401,672117324,iPhone保護殼,1,1,滯銷,2018-04-17
1402,244097299,iPhone保護殼,1,1,滯銷,2018-04-17
1403,687360989,iPhone保護殼,1,1,滯銷,2018-04-17
1404,11487870,iPhone保護殼,1,1,滯銷,2018-04-17
1405,648625023,iPhone保護殼,1,1,滯銷,2018-04-17
1406,994294081,iPhone保護殼,1,1,滯銷,2018-04-17
1407,7835671,iPhone保護殼,1,1,滯銷,2018-04-17
1408,1029215343,iPhone保護殼,1,1,滯銷,2018-04-17
1409,784888728,iPhone保護殼,1,1,滯銷,2018-04-17
1410,746435431,iPhone保護殼,1,1,滯銷,2018-04-17
1411,33323613,iPhone保護殼,1,1,滯銷,2018-04-17
1412,558793016,iPhone保護殼,1,1,滯銷,2018-04-17
1413,143853117,iPhone保護殼,1,1,滯銷,2018-04-17
1414,705891695,iPhone保護殼,1,1,滯銷,2018-04-17
1415,7346234,iPhone保護殼,1,1,滯銷,2018-04-17
1416,194097781,iPhone保護殼,1,1,滯銷,2018-04-17
1417,13878695,iPhone保護殼,1,1,滯銷,2018-04-17
1418,876789118,iPhone保護殼,1,1,滯銷,2018-04-17
1419,578720055,iPhone保護殼,1,1,滯銷,2018-04-17
1420,85565622,iPhone保護殼,1,1,滯銷,2018-04-17
1421,1013264227,iPhone保護殼,1,1,滯銷,2018-04-17
1422,184098226,iPhone保護殼,1,1,滯銷,2018-04-17
1423,978353371,iPhone保護殼,1,1,滯銷,2018-04-17
1424,116217574,iPhone保護殼,1,1,滯銷,2018-04-17
1425,457759468,iPhone保護殼,1,1,滯銷,2018-04-17
1426,15778179,iPhone保護殼,1,1,滯銷,2018-04-17
1427,98416754,iPhone保護殼,1,1,滯銷,2018-04-17
1428,423128007,iPhone保護殼,1,1,滯銷,2018-04-17
1429,622721256,iPhone保護殼,1,1,滯銷,2018-04-17
1430,972322951,iPhone保護殼,1,1,滯銷,2018-04-17
1431,876790650,iPhone保護殼,1,1,滯銷,2018-04-17
1432,603832235,iPhone保護殼,1,1,滯銷,2018-04-17
1433,865344851,iPhone保護殼,1,1,滯銷,2018-04-17
1434,942162054,iPhone保護殼,1,1,滯銷,2018-04-17
1435,757124220,iPhone保護殼,1,1,滯銷,2018-04-17
1436,1027573333,iPhone保護殼,1,1,滯銷,2018-04-17
1437,804377465,iPhone保護殼,1,1,滯銷,2018-04-17
1438,714714652,iPhone保護殼,1,1,滯銷,2018-04-17
1439,203273132,iPhone保護殼,1,1,滯銷,2018-04-17
1440,7626804,iPhone保護殼,1,1,滯銷,2018-04-17
1441,635587867,iPhone保護殼,1,1,滯銷,2018-04-17
1442,79154762,iPhone保護殼,1,1,滯銷,2018-04-17
1443,680969573,iPhone保護殼,1,1,滯銷,2018-04-17
1444,129055370,iPhone保護殼,1,1,滯銷,2018-04-17
1445,673681923,iPhone保護殼,1,1,滯銷,2018-04-17
1446,668418192,iPhone保護殼,1,1,滯銷,2018-04-17
1447,54286494,iPhone保護殼,1,1,滯銷,2018-04-17
1448,820413449,iPhone保護殼,1,1,滯銷,2018-04-17
1449,1018180405,iPhone保護殼,1,1,滯銷,2018-04-17
1450,537388013,iPhone保護殼,1,1,滯銷,2018-04-17
1451,1014667961,iPhone保護殼,1,1,滯銷,2018-04-17
1452,860486527,iPhone保護殼,1,1,滯銷,2018-04-17
1453,690033139,iPhone保護殼,1,1,滯銷,2018-04-17
1454,135534620,iPhone保護殼,1,1,滯銷,2018-04-17
1455,79017297,iPhone保護殼,1,1,滯銷,2018-04-17
1456,653864408,iPhone保護殼,1,1,滯銷,2018-04-17
1457,279184431,iPhone保護殼,1,1,滯銷,2018-04-17
1458,70790175,iPhone保護殼,1,1,滯銷,2018-04-17
1459,664353608,iPhone保護殼,1,1,滯銷,2018-04-17
1460,453395881,iPhone保護殼,1,1,滯銷,2018-04-17
1461,807890365,iPhone保護殼,1,1,滯銷,2018-04-17
1462,964944185,iPhone保護殼,1,1,滯銷,2018-04-17
1463,951717054,iPhone保護殼,1,1,滯銷,2018-04-17
1464,941748897,iPhone保護殼,1,1,滯銷,2018-04-17
1465,258415137,iPhone保護殼,1,1,滯銷,2018-04-17
1466,33635873,iPhone保護殼,1,1,滯銷,2018-04-17
1467,578545542,iPhone保護殼,1,1,滯銷,2018-04-17
1468,113695034,iPhone保護殼,1,1,滯銷,2018-04-17
1469,936508022,iPhone保護殼,1,1,滯銷,2018-04-17
1470,908758271,iPhone保護殼,1,1,滯銷,2018-04-17
1471,381422241,iPhone保護殼,1,1,滯銷,2018-04-17
1472,1032434984,iPhone保護殼,1,1,滯銷,2018-04-17
1473,1026143019,iPhone保護殼,1,1,滯銷,2018-04-17
1474,991979234,iPhone保護殼,1,1,滯銷,2018-04-17
1475,219132271,iPhone保護殼,1,1,滯銷,2018-04-17
1476,867790757,iPhone保護殼,1,1,滯銷,2018-04-17
1477,615053384,iPhone保護殼,1,1,滯銷,2018-04-17
1478,11874266,iPhone保護殼,1,1,滯銷,2018-04-17
1479,19612872,iPhone保護殼,1,1,滯銷,2018-04-17
1480,432126657,iPhone保護殼,1,1,滯銷,2018-04-17
1481,183682361,iPhone保護殼,1,1,滯銷,2018-04-17
1482,81290925,iPhone保護殼,1,1,滯銷,2018-04-17
1483,173283238,iPhone保護殼,1,1,滯銷,2018-04-17
1484,13781753,iPhone保護殼,1,1,滯銷,2018-04-17
1485,11476013,iPhone保護殼,1,1,滯銷,2018-04-17
1486,756030057,iPhone保護殼,1,1,滯銷,2018-04-17
1487,821042057,iPhone保護殼,1,1,滯銷,2018-04-17
1488,636360716,iPhone保護殼,1,1,滯銷,2018-04-17
