id,item_id,category_name,最大月銷量,最小月銷量,update_time
1710,5833071,iPhone充電傳輸,123,123,2018-04-11
1711,674272701,iPhone充電傳輸,123,119,2018-04-11
1712,976238717,iPhone充電傳輸,111,111,2018-04-11
1713,137769308,iPhone充電傳輸,106,106,2018-04-11
1714,398179933,iPhone充電傳輸,98,77,2018-04-11
1715,28714932,iPhone充電傳輸,95,94,2018-04-11
1716,842764469,iPhone充電傳輸,89,87,2018-04-11
1717,33517062,iPhone充電傳輸,87,87,2018-04-11
1718,168079951,iPhone充電傳輸,83,83,2018-04-11
1719,793158554,iPhone充電傳輸,81,73,2018-04-11
1720,191969759,iPhone充電傳輸,76,54,2018-04-11
1721,986080162,iPhone充電傳輸,69,69,2018-04-11
1722,478961308,iPhone充電傳輸,66,66,2018-04-11
1723,85351455,iPhone充電傳輸,64,4,2018-04-11
1724,16537972,iPhone充電傳輸,63,63,2018-04-11
1725,752858275,iPhone充電傳輸,59,56,2018-04-11
1726,801506936,iPhone充電傳輸,59,59,2018-04-11
1727,64111688,iPhone充電傳輸,57,56,2018-04-11
1728,172258125,iPhone充電傳輸,52,52,2018-04-11
1729,472440907,iPhone充電傳輸,51,51,2018-04-11
1730,908291767,iPhone充電傳輸,50,50,2018-04-11
1731,148698260,iPhone充電傳輸,48,48,2018-04-11
1732,304797803,iPhone充電傳輸,48,48,2018-04-11
1733,973329256,iPhone充電傳輸,47,47,2018-04-11
1734,733928459,iPhone充電傳輸,46,46,2018-04-11
1735,58724461,iPhone充電傳輸,45,43,2018-04-11
1736,95007691,iPhone充電傳輸,45,40,2018-04-11
1737,670661142,iPhone充電傳輸,45,45,2018-04-11
1738,887481010,iPhone充電傳輸,44,39,2018-04-11
1739,781610799,iPhone充電傳輸,44,42,2018-04-11
1740,11690179,iPhone充電傳輸,43,42,2018-04-11
1741,114088945,iPhone充電傳輸,42,34,2018-04-11
1742,126939538,iPhone充電傳輸,42,39,2018-04-11
1743,95560104,iPhone充電傳輸,42,39,2018-04-11
1744,246094486,iPhone充電傳輸,41,38,2018-04-11
1745,204135342,iPhone充電傳輸,41,37,2018-04-11
1746,154673099,iPhone充電傳輸,40,39,2018-04-11
1747,426069035,iPhone充電傳輸,39,39,2018-04-11
1748,708248692,iPhone充電傳輸,38,36,2018-04-11
1749,197213606,iPhone充電傳輸,38,35,2018-04-11
1750,483700965,iPhone充電傳輸,38,38,2018-04-11
1751,1003701473,iPhone充電傳輸,35,33,2018-04-11
1752,468902695,iPhone充電傳輸,35,34,2018-04-11
1753,815268984,iPhone充電傳輸,35,33,2018-04-11
1754,814890214,iPhone充電傳輸,35,31,2018-04-11
1755,262665443,iPhone充電傳輸,32,32,2018-04-11
1756,50578670,iPhone充電傳輸,32,21,2018-04-11
1757,933168484,iPhone充電傳輸,32,31,2018-04-11
1758,112984903,iPhone充電傳輸,31,25,2018-04-11
1759,2853660,iPhone充電傳輸,30,30,2018-04-11
1760,130244694,iPhone充電傳輸,30,30,2018-04-11
1761,198023966,iPhone充電傳輸,29,29,2018-04-11
1762,85471477,iPhone充電傳輸,29,25,2018-04-11
1763,302500433,iPhone充電傳輸,28,28,2018-04-11
1764,16017930,iPhone充電傳輸,28,22,2018-04-11
1765,676884465,iPhone充電傳輸,27,14,2018-04-11
1766,611920131,iPhone充電傳輸,27,25,2018-04-11
1767,9222307,iPhone充電傳輸,27,26,2018-04-11
1768,903397092,iPhone充電傳輸,27,27,2018-04-11
1769,274993570,iPhone充電傳輸,26,22,2018-04-11
1770,129321183,iPhone充電傳輸,26,21,2018-04-11
1771,470877813,iPhone充電傳輸,26,23,2018-04-11
1772,302505424,iPhone充電傳輸,26,26,2018-04-11
1773,704121792,iPhone充電傳輸,26,26,2018-04-11
1774,22955838,iPhone充電傳輸,25,25,2018-04-11
1775,185763769,iPhone充電傳輸,25,24,2018-04-11
1776,180097862,iPhone充電傳輸,24,24,2018-04-11
1777,11487206,iPhone充電傳輸,24,24,2018-04-11
1778,438503383,iPhone充電傳輸,24,24,2018-04-11
1779,137346666,iPhone充電傳輸,23,17,2018-04-11
1780,582852524,iPhone充電傳輸,23,23,2018-04-11
1781,137797268,iPhone充電傳輸,23,17,2018-04-11
1782,979897565,iPhone充電傳輸,23,22,2018-04-11
1783,138749436,iPhone充電傳輸,23,18,2018-04-11
1784,672632897,iPhone充電傳輸,23,23,2018-04-11
1785,130842941,iPhone充電傳輸,22,20,2018-04-11
1786,699959294,iPhone充電傳輸,22,17,2018-04-11
1787,785258207,iPhone充電傳輸,22,20,2018-04-11
1788,137368730,iPhone充電傳輸,21,19,2018-04-11
1789,178465487,iPhone充電傳輸,21,16,2018-04-11
1790,192784908,iPhone充電傳輸,21,19,2018-04-11
1791,39366912,iPhone充電傳輸,21,21,2018-04-11
1792,97472795,iPhone充電傳輸,20,20,2018-04-11
1793,811642900,iPhone充電傳輸,20,20,2018-04-11
1794,118503802,iPhone充電傳輸,20,19,2018-04-11
1795,189287688,iPhone充電傳輸,20,19,2018-04-11
1796,398190698,iPhone充電傳輸,20,18,2018-04-11
1797,393751874,iPhone充電傳輸,19,11,2018-04-11
1798,96856030,iPhone充電傳輸,19,15,2018-04-11
1799,830081176,iPhone充電傳輸,19,19,2018-04-11
1800,917985968,iPhone充電傳輸,19,19,2018-04-11
1801,17594039,iPhone充電傳輸,19,9,2018-04-11
1802,49741151,iPhone充電傳輸,19,19,2018-04-11
1803,473523880,iPhone充電傳輸,18,15,2018-04-11
1804,341434318,iPhone充電傳輸,18,18,2018-04-11
1805,92476438,iPhone充電傳輸,18,18,2018-04-11
1806,691006566,iPhone充電傳輸,18,18,2018-04-11
1807,710739443,iPhone充電傳輸,18,18,2018-04-11
1808,106310373,iPhone充電傳輸,18,15,2018-04-11
1809,26626685,iPhone充電傳輸,18,16,2018-04-11
1810,864699726,iPhone充電傳輸,17,17,2018-04-11
1811,856851245,iPhone充電傳輸,17,17,2018-04-11
1812,94389272,iPhone充電傳輸,17,16,2018-04-11
1813,30368229,iPhone充電傳輸,17,13,2018-04-11
1814,953929837,iPhone充電傳輸,17,17,2018-04-11
1815,68270137,iPhone充電傳輸,16,15,2018-04-11
1816,78571200,iPhone充電傳輸,16,15,2018-04-11
1817,32972377,iPhone充電傳輸,16,16,2018-04-11
1818,403801751,iPhone充電傳輸,16,14,2018-04-11
1819,426077892,iPhone充電傳輸,16,12,2018-04-11
1820,190781384,iPhone充電傳輸,16,16,2018-04-11
1821,1003571856,iPhone充電傳輸,16,16,2018-04-11
1822,119278418,iPhone充電傳輸,16,5,2018-04-11
1823,565029983,iPhone充電傳輸,16,15,2018-04-11
1824,526149115,iPhone充電傳輸,16,8,2018-04-11
1825,17166760,iPhone充電傳輸,15,15,2018-04-11
1826,282428022,iPhone充電傳輸,15,15,2018-04-11
1827,733996962,iPhone充電傳輸,15,15,2018-04-11
1828,722605259,iPhone充電傳輸,14,14,2018-04-11
1829,37909572,iPhone充電傳輸,14,12,2018-04-11
1830,346039791,iPhone充電傳輸,14,14,2018-04-11
1831,236047863,iPhone充電傳輸,14,13,2018-04-11
1832,411370236,iPhone充電傳輸,14,14,2018-04-11
1833,297469485,iPhone充電傳輸,14,13,2018-04-11
1834,790668765,iPhone充電傳輸,14,14,2018-04-11
1835,773535361,iPhone充電傳輸,14,14,2018-04-11
1836,2301641,iPhone充電傳輸,14,14,2018-04-11
1837,105451690,iPhone充電傳輸,14,14,2018-04-11
1838,62449791,iPhone充電傳輸,14,14,2018-04-11
1839,810482635,iPhone充電傳輸,13,13,2018-04-11
1840,277325684,iPhone充電傳輸,13,13,2018-04-11
1841,350982056,iPhone充電傳輸,13,10,2018-04-11
1842,316261370,iPhone充電傳輸,13,13,2018-04-11
1843,668063712,iPhone充電傳輸,13,13,2018-04-11
1844,891360438,iPhone充電傳輸,13,13,2018-04-11
1845,641872580,iPhone充電傳輸,13,13,2018-04-11
1846,439669962,iPhone充電傳輸,13,13,2018-04-11
1847,138010207,iPhone充電傳輸,12,12,2018-04-11
1848,223811165,iPhone充電傳輸,12,9,2018-04-11
1849,217640085,iPhone充電傳輸,12,12,2018-04-11
1850,112212418,iPhone充電傳輸,12,11,2018-04-11
1851,153916449,iPhone充電傳輸,12,6,2018-04-11
1852,603277580,iPhone充電傳輸,12,12,2018-04-11
1853,320347132,iPhone充電傳輸,12,12,2018-04-11
1854,954857363,iPhone充電傳輸,12,12,2018-04-11
1855,922100256,iPhone充電傳輸,12,12,2018-04-11
1856,58483683,iPhone充電傳輸,12,7,2018-04-11
1857,1029416567,iPhone充電傳輸,12,12,2018-04-11
1858,148480398,iPhone充電傳輸,12,10,2018-04-11
1859,441677407,iPhone充電傳輸,12,12,2018-04-11
1860,145039155,iPhone充電傳輸,11,9,2018-04-11
1861,231150807,iPhone充電傳輸,11,11,2018-04-11
1862,129019678,iPhone充電傳輸,11,11,2018-04-11
1863,118745212,iPhone充電傳輸,11,11,2018-04-11
1864,805422678,iPhone充電傳輸,11,10,2018-04-11
1865,350783544,iPhone充電傳輸,11,11,2018-04-11
1866,137052080,iPhone充電傳輸,11,9,2018-04-11
1867,129572704,iPhone充電傳輸,11,11,2018-04-11
1868,936445244,iPhone充電傳輸,10,10,2018-04-11
1869,979194941,iPhone充電傳輸,10,10,2018-04-11
1870,100859053,iPhone充電傳輸,10,5,2018-04-11
1871,258642337,iPhone充電傳輸,10,9,2018-04-11
1872,911370274,iPhone充電傳輸,10,9,2018-04-11
1873,14111545,iPhone充電傳輸,10,5,2018-04-11
1874,64571594,iPhone充電傳輸,10,9,2018-04-11
1875,5552535,iPhone充電傳輸,10,8,2018-04-11
1876,121753887,iPhone充電傳輸,10,10,2018-04-11
1877,861673789,iPhone充電傳輸,10,10,2018-04-11
1878,167624632,iPhone充電傳輸,10,3,2018-04-11
1879,185300283,iPhone充電傳輸,10,10,2018-04-11
1880,734505294,iPhone充電傳輸,10,10,2018-04-11
1881,96589105,iPhone充電傳輸,10,10,2018-04-11
1882,107977665,iPhone充電傳輸,9,6,2018-04-11
1883,807233740,iPhone充電傳輸,9,9,2018-04-11
1884,563589805,iPhone充電傳輸,9,6,2018-04-11
1885,483155727,iPhone充電傳輸,9,8,2018-04-11
1886,947155328,iPhone充電傳輸,9,9,2018-04-11
1887,234182438,iPhone充電傳輸,9,7,2018-04-11
1888,864342123,iPhone充電傳輸,9,9,2018-04-11
1889,282222106,iPhone充電傳輸,9,9,2018-04-11
1890,17057819,iPhone充電傳輸,9,9,2018-04-11
1891,63423094,iPhone充電傳輸,9,9,2018-04-11
1892,20197502,iPhone充電傳輸,8,8,2018-04-11
1893,701438218,iPhone充電傳輸,8,8,2018-04-11
1894,653055932,iPhone充電傳輸,8,7,2018-04-11
1895,42433764,iPhone充電傳輸,8,7,2018-04-11
1896,197097187,iPhone充電傳輸,8,7,2018-04-11
1897,3175447,iPhone充電傳輸,8,6,2018-04-11
1898,387832143,iPhone充電傳輸,8,8,2018-04-11
1899,641762960,iPhone充電傳輸,8,8,2018-04-11
1900,924097421,iPhone充電傳輸,8,8,2018-04-11
1901,69727455,iPhone充電傳輸,8,5,2018-04-11
1902,1000429802,iPhone充電傳輸,8,8,2018-04-11
1903,146042195,iPhone充電傳輸,8,7,2018-04-11
1904,664579122,iPhone充電傳輸,8,8,2018-04-11
1905,18038867,iPhone充電傳輸,8,8,2018-04-11
1906,11680835,iPhone充電傳輸,8,8,2018-04-11
1907,759518625,iPhone充電傳輸,8,6,2018-04-11
1908,398167746,iPhone充電傳輸,8,8,2018-04-11
1909,375289214,iPhone充電傳輸,8,4,2018-04-11
1910,21100620,iPhone充電傳輸,8,8,2018-04-11
1911,3587554,iPhone充電傳輸,8,7,2018-04-11
1912,728210554,iPhone充電傳輸,8,8,2018-04-11
1913,575754919,iPhone充電傳輸,8,8,2018-04-11
1914,22575050,iPhone充電傳輸,8,7,2018-04-11
1915,114996990,iPhone充電傳輸,7,7,2018-04-11
1916,177917743,iPhone充電傳輸,7,7,2018-04-11
1917,25243382,iPhone充電傳輸,7,5,2018-04-11
1918,576861412,iPhone充電傳輸,7,7,2018-04-11
1919,97141933,iPhone充電傳輸,7,7,2018-04-11
1920,757158433,iPhone充電傳輸,7,6,2018-04-11
1921,395569625,iPhone充電傳輸,7,7,2018-04-11
1922,168692947,iPhone充電傳輸,7,7,2018-04-11
1923,137391442,iPhone充電傳輸,7,7,2018-04-11
1924,114780273,iPhone充電傳輸,7,7,2018-04-11
1925,705458259,iPhone充電傳輸,7,7,2018-04-11
1926,4194596,iPhone充電傳輸,7,7,2018-04-11
1927,955753917,iPhone充電傳輸,7,7,2018-04-11
1928,814866866,iPhone充電傳輸,7,7,2018-04-11
1929,520171873,iPhone充電傳輸,7,5,2018-04-11
1930,916977478,iPhone充電傳輸,7,6,2018-04-11
1931,153604707,iPhone充電傳輸,7,7,2018-04-11
1932,60698493,iPhone充電傳輸,7,5,2018-04-11
1933,45369881,iPhone充電傳輸,7,7,2018-04-11
1934,40969255,iPhone充電傳輸,7,7,2018-04-11
1935,366372249,iPhone充電傳輸,7,7,2018-04-11
1936,41410551,iPhone充電傳輸,7,4,2018-04-11
1937,754144052,iPhone充電傳輸,7,7,2018-04-11
1938,858202233,iPhone充電傳輸,7,7,2018-04-11
1939,170642581,iPhone充電傳輸,7,6,2018-04-11
1940,302192652,iPhone充電傳輸,7,7,2018-04-11
1941,343915829,iPhone充電傳輸,7,7,2018-04-11
1942,6065134,iPhone充電傳輸,7,7,2018-04-11
1943,791268005,iPhone充電傳輸,7,7,2018-04-11
1944,488197951,iPhone充電傳輸,7,4,2018-04-11
1945,882218007,iPhone充電傳輸,6,6,2018-04-11
1946,100171845,iPhone充電傳輸,6,4,2018-04-11
1947,308833491,iPhone充電傳輸,6,6,2018-04-11
1948,92500097,iPhone充電傳輸,6,2,2018-04-11
1949,338561103,iPhone充電傳輸,6,6,2018-04-11
1950,130858822,iPhone充電傳輸,6,6,2018-04-11
1951,720607949,iPhone充電傳輸,6,6,2018-04-11
1952,545037171,iPhone充電傳輸,6,6,2018-04-11
1953,740903597,iPhone充電傳輸,6,6,2018-04-11
1954,793832655,iPhone充電傳輸,6,6,2018-04-11
1955,17198355,iPhone充電傳輸,6,6,2018-04-11
1956,676577500,iPhone充電傳輸,6,6,2018-04-11
1957,196336881,iPhone充電傳輸,6,6,2018-04-11
1958,130299715,iPhone充電傳輸,6,6,2018-04-11
1959,316427102,iPhone充電傳輸,6,5,2018-04-11
1960,135990588,iPhone充電傳輸,6,5,2018-04-11
1961,245602504,iPhone充電傳輸,6,6,2018-04-11
1962,138823718,iPhone充電傳輸,6,6,2018-04-11
1963,974017448,iPhone充電傳輸,6,6,2018-04-11
1964,218981052,iPhone充電傳輸,6,6,2018-04-11
1965,626416562,iPhone充電傳輸,6,5,2018-04-11
1966,246857059,iPhone充電傳輸,6,4,2018-04-11
1967,111557940,iPhone充電傳輸,6,6,2018-04-11
1968,802316007,iPhone充電傳輸,5,4,2018-04-11
1969,860361330,iPhone充電傳輸,5,5,2018-04-11
1970,847692446,iPhone充電傳輸,5,5,2018-04-11
1971,466430535,iPhone充電傳輸,5,5,2018-04-11
1972,708935191,iPhone充電傳輸,5,5,2018-04-11
1973,37080187,iPhone充電傳輸,5,5,2018-04-11
1974,756923069,iPhone充電傳輸,5,5,2018-04-11
1975,113937277,iPhone充電傳輸,5,3,2018-04-11
1976,291714711,iPhone充電傳輸,5,5,2018-04-11
1977,615245906,iPhone充電傳輸,5,4,2018-04-11
1978,392627492,iPhone充電傳輸,5,5,2018-04-11
1979,230071660,iPhone充電傳輸,5,5,2018-04-11
1980,810773481,iPhone充電傳輸,5,5,2018-04-11
1981,885488449,iPhone充電傳輸,5,5,2018-04-11
1982,778080833,iPhone充電傳輸,5,5,2018-04-11
1983,951267577,iPhone充電傳輸,5,5,2018-04-11
1984,291186297,iPhone充電傳輸,5,5,2018-04-11
1985,704017747,iPhone充電傳輸,5,4,2018-04-11
1986,397374641,iPhone充電傳輸,5,1,2018-04-11
1987,170548940,iPhone充電傳輸,5,4,2018-04-11
1988,652214186,iPhone充電傳輸,5,5,2018-04-11
1989,418256112,iPhone充電傳輸,5,5,2018-04-11
1990,66747747,iPhone充電傳輸,5,5,2018-04-11
1991,261716911,iPhone充電傳輸,5,5,2018-04-11
1992,1020340437,iPhone充電傳輸,5,5,2018-04-11
1993,13887898,iPhone充電傳輸,5,5,2018-04-11
1994,19915803,iPhone充電傳輸,5,4,2018-04-11
1995,746290729,iPhone充電傳輸,5,5,2018-04-11
1996,27208574,iPhone充電傳輸,5,5,2018-04-11
1997,140798965,iPhone充電傳輸,5,5,2018-04-11
1998,129666251,iPhone充電傳輸,5,5,2018-04-11
1999,669988263,iPhone充電傳輸,5,5,2018-04-11
2000,308229980,iPhone充電傳輸,5,5,2018-04-11
2001,137955396,iPhone充電傳輸,5,3,2018-04-11
2002,288086807,iPhone充電傳輸,5,5,2018-04-11
2003,186124397,iPhone充電傳輸,5,5,2018-04-11
2004,62758722,iPhone充電傳輸,5,2,2018-04-11
2005,973774691,iPhone充電傳輸,5,4,2018-04-11
2006,810418014,iPhone充電傳輸,5,5,2018-04-11
2007,187866053,iPhone充電傳輸,5,5,2018-04-11
2008,849067291,iPhone充電傳輸,5,5,2018-04-11
2009,70028449,iPhone充電傳輸,5,5,2018-04-11
2010,144974096,iPhone充電傳輸,5,1,2018-04-11
2011,101663953,iPhone充電傳輸,5,5,2018-04-11
2012,65060872,iPhone充電傳輸,5,5,2018-04-11
2013,51927317,iPhone充電傳輸,5,5,2018-04-11
2014,865083156,iPhone充電傳輸,4,4,2018-04-11
2015,28920069,iPhone充電傳輸,4,4,2018-04-11
2016,155120627,iPhone充電傳輸,4,3,2018-04-11
2017,123754377,iPhone充電傳輸,4,4,2018-04-11
2018,980151430,iPhone充電傳輸,4,4,2018-04-11
2019,837982876,iPhone充電傳輸,4,4,2018-04-11
2020,161717996,iPhone充電傳輸,4,4,2018-04-11
2021,352580298,iPhone充電傳輸,4,3,2018-04-11
2022,887766440,iPhone充電傳輸,4,4,2018-04-11
2023,799666944,iPhone充電傳輸,4,3,2018-04-11
2024,712822805,iPhone充電傳輸,4,4,2018-04-11
2025,442873295,iPhone充電傳輸,4,2,2018-04-11
2026,940144137,iPhone充電傳輸,4,4,2018-04-11
2027,474403843,iPhone充電傳輸,4,4,2018-04-11
2028,210012660,iPhone充電傳輸,4,4,2018-04-11
2029,595626572,iPhone充電傳輸,4,4,2018-04-11
2030,951425950,iPhone充電傳輸,4,3,2018-04-11
2031,150378987,iPhone充電傳輸,4,3,2018-04-11
2032,117919143,iPhone充電傳輸,4,3,2018-04-11
2033,90804904,iPhone充電傳輸,4,4,2018-04-11
2034,772567725,iPhone充電傳輸,4,4,2018-04-11
2035,930760409,iPhone充電傳輸,4,4,2018-04-11
2036,394668348,iPhone充電傳輸,4,3,2018-04-11
2037,804452321,iPhone充電傳輸,4,4,2018-04-11
2038,113251829,iPhone充電傳輸,4,4,2018-04-11
2039,116845688,iPhone充電傳輸,4,4,2018-04-11
2040,573097458,iPhone充電傳輸,4,4,2018-04-11
2041,233361186,iPhone充電傳輸,4,4,2018-04-11
2042,347402002,iPhone充電傳輸,4,4,2018-04-11
2043,707035888,iPhone充電傳輸,4,2,2018-04-11
2044,957621591,iPhone充電傳輸,4,4,2018-04-11
2045,563935692,iPhone充電傳輸,4,4,2018-04-11
2046,594828677,iPhone充電傳輸,4,4,2018-04-11
2047,172321700,iPhone充電傳輸,4,4,2018-04-11
2048,137811279,iPhone充電傳輸,4,4,2018-04-11
2049,87815332,iPhone充電傳輸,4,4,2018-04-11
2050,269737536,iPhone充電傳輸,4,4,2018-04-11
2051,989810042,iPhone充電傳輸,4,4,2018-04-11
2052,47184207,iPhone充電傳輸,4,4,2018-04-11
2053,892210849,iPhone充電傳輸,4,3,2018-04-11
2054,136978678,iPhone充電傳輸,4,3,2018-04-11
2055,182297924,iPhone充電傳輸,4,4,2018-04-11
2056,106806161,iPhone充電傳輸,4,3,2018-04-11
2057,880650586,iPhone充電傳輸,4,3,2018-04-11
2058,90044705,iPhone充電傳輸,4,3,2018-04-11
2059,984519382,iPhone充電傳輸,4,3,2018-04-11
2060,164691163,iPhone充電傳輸,4,3,2018-04-11
2061,721330991,iPhone充電傳輸,4,3,2018-04-11
2062,1031144176,iPhone充電傳輸,4,4,2018-04-11
2063,34138458,iPhone充電傳輸,4,4,2018-04-11
2064,843454415,iPhone充電傳輸,4,4,2018-04-11
2065,116693398,iPhone充電傳輸,4,1,2018-04-11
2066,41363113,iPhone充電傳輸,4,3,2018-04-11
2067,21800645,iPhone充電傳輸,4,4,2018-04-11
2068,887881394,iPhone充電傳輸,4,4,2018-04-11
2069,936766748,iPhone充電傳輸,4,4,2018-04-11
2070,71616441,iPhone充電傳輸,3,3,2018-04-11
2071,891814108,iPhone充電傳輸,3,3,2018-04-11
2072,488221955,iPhone充電傳輸,3,1,2018-04-11
2073,261045074,iPhone充電傳輸,3,3,2018-04-11
2074,315471390,iPhone充電傳輸,3,3,2018-04-11
2075,314316223,iPhone充電傳輸,3,3,2018-04-11
2076,117919167,iPhone充電傳輸,3,1,2018-04-11
2077,394656173,iPhone充電傳輸,3,2,2018-04-11
2078,758365129,iPhone充電傳輸,3,3,2018-04-11
2079,723908188,iPhone充電傳輸,3,3,2018-04-11
2080,588860657,iPhone充電傳輸,3,3,2018-04-11
2081,726418341,iPhone充電傳輸,3,3,2018-04-11
2082,256069864,iPhone充電傳輸,3,3,2018-04-11
2083,587274199,iPhone充電傳輸,3,3,2018-04-11
2084,113983931,iPhone充電傳輸,3,2,2018-04-11
2085,162579919,iPhone充電傳輸,3,3,2018-04-11
2086,453334258,iPhone充電傳輸,3,3,2018-04-11
2087,905752250,iPhone充電傳輸,3,3,2018-04-11
2088,112356840,iPhone充電傳輸,3,3,2018-04-11
2089,12155703,iPhone充電傳輸,3,3,2018-04-11
2090,403655227,iPhone充電傳輸,3,3,2018-04-11
2091,271462829,iPhone充電傳輸,3,3,2018-04-11
2092,85960892,iPhone充電傳輸,3,3,2018-04-11
2093,771883319,iPhone充電傳輸,3,3,2018-04-11
2094,227647741,iPhone充電傳輸,3,3,2018-04-11
2095,994926399,iPhone充電傳輸,3,3,2018-04-11
2096,31098268,iPhone充電傳輸,3,3,2018-04-11
2097,192403514,iPhone充電傳輸,3,3,2018-04-11
2098,204461254,iPhone充電傳輸,3,3,2018-04-11
2099,972499137,iPhone充電傳輸,3,3,2018-04-11
2100,863097532,iPhone充電傳輸,3,3,2018-04-11
2101,137064246,iPhone充電傳輸,3,3,2018-04-11
2102,818087098,iPhone充電傳輸,3,3,2018-04-11
2103,571048754,iPhone充電傳輸,3,3,2018-04-11
2104,6400120,iPhone充電傳輸,3,3,2018-04-11
2105,11471075,iPhone充電傳輸,3,3,2018-04-11
2106,764519231,iPhone充電傳輸,3,3,2018-04-11
2107,899668139,iPhone充電傳輸,3,3,2018-04-11
2108,405645698,iPhone充電傳輸,3,3,2018-04-11
2109,137753319,iPhone充電傳輸,3,3,2018-04-11
2110,413474401,iPhone充電傳輸,3,3,2018-04-11
2111,94560706,iPhone充電傳輸,3,3,2018-04-11
2112,760488783,iPhone充電傳輸,3,3,2018-04-11
2113,100658027,iPhone充電傳輸,3,3,2018-04-11
2114,982962257,iPhone充電傳輸,3,3,2018-04-11
2115,997400177,iPhone充電傳輸,3,3,2018-04-11
2116,112225010,iPhone充電傳輸,3,3,2018-04-11
2117,530007924,iPhone充電傳輸,3,3,2018-04-11
2118,702485645,iPhone充電傳輸,3,3,2018-04-11
2119,179639720,iPhone充電傳輸,3,3,2018-04-11
2120,937094924,iPhone充電傳輸,3,3,2018-04-11
2121,773018418,iPhone充電傳輸,3,3,2018-04-11
2122,115288397,iPhone充電傳輸,3,3,2018-04-11
2123,307011983,iPhone充電傳輸,3,1,2018-04-11
2124,7864057,iPhone充電傳輸,3,3,2018-04-11
2125,961388030,iPhone充電傳輸,3,3,2018-04-11
2126,137626740,iPhone充電傳輸,3,2,2018-04-11
2127,52534332,iPhone充電傳輸,3,3,2018-04-11
2128,702306527,iPhone充電傳輸,3,3,2018-04-11
2129,773154095,iPhone充電傳輸,3,3,2018-04-11
2130,196362842,iPhone充電傳輸,3,3,2018-04-11
2131,46188238,iPhone充電傳輸,3,3,2018-04-11
2132,838828799,iPhone充電傳輸,3,3,2018-04-11
2133,543576630,iPhone充電傳輸,3,3,2018-04-11
2134,986229763,iPhone充電傳輸,3,3,2018-04-11
2135,914596379,iPhone充電傳輸,3,3,2018-04-11
2136,564203556,iPhone充電傳輸,3,3,2018-04-11
2137,916820407,iPhone充電傳輸,3,3,2018-04-11
2138,49745735,iPhone充電傳輸,3,3,2018-04-11
2139,618631945,iPhone充電傳輸,3,3,2018-04-11
2140,837526083,iPhone充電傳輸,3,3,2018-04-11
2141,985866945,iPhone充電傳輸,3,2,2018-04-11
2142,673116154,iPhone充電傳輸,3,3,2018-04-11
2143,147151628,iPhone充電傳輸,3,2,2018-04-11
2144,308841499,iPhone充電傳輸,3,3,2018-04-11
2145,931772753,iPhone充電傳輸,2,2,2018-04-11
2146,418899961,iPhone充電傳輸,2,2,2018-04-11
2147,90385801,iPhone充電傳輸,2,2,2018-04-11
2148,146487268,iPhone充電傳輸,2,1,2018-04-11
2149,762481585,iPhone充電傳輸,2,2,2018-04-11
2150,950977528,iPhone充電傳輸,2,2,2018-04-11
2151,865749816,iPhone充電傳輸,2,1,2018-04-11
2152,162446018,iPhone充電傳輸,2,2,2018-04-11
2153,12532531,iPhone充電傳輸,2,2,2018-04-11
2154,964342133,iPhone充電傳輸,2,2,2018-04-11
2155,754322794,iPhone充電傳輸,2,2,2018-04-11
2156,492503742,iPhone充電傳輸,2,2,2018-04-11
2157,668101279,iPhone充電傳輸,2,2,2018-04-11
2158,710820755,iPhone充電傳輸,2,2,2018-04-11
2159,1002791682,iPhone充電傳輸,2,2,2018-04-11
2160,242901071,iPhone充電傳輸,2,2,2018-04-11
2161,80755800,iPhone充電傳輸,2,2,2018-04-11
2162,830447073,iPhone充電傳輸,2,2,2018-04-11
2163,112491954,iPhone充電傳輸,2,2,2018-04-11
2164,147722399,iPhone充電傳輸,2,1,2018-04-11
2165,145077197,iPhone充電傳輸,2,2,2018-04-11
2166,530073559,iPhone充電傳輸,2,2,2018-04-11
2167,228732352,iPhone充電傳輸,2,2,2018-04-11
2168,780118072,iPhone充電傳輸,2,2,2018-04-11
2169,779541059,iPhone充電傳輸,2,1,2018-04-11
2170,707793380,iPhone充電傳輸,2,2,2018-04-11
2171,1021572474,iPhone充電傳輸,2,1,2018-04-11
2172,116872604,iPhone充電傳輸,2,2,2018-04-11
2173,97369430,iPhone充電傳輸,2,2,2018-04-11
2174,672407903,iPhone充電傳輸,2,2,2018-04-11
2175,851336975,iPhone充電傳輸,2,2,2018-04-11
2176,39034228,iPhone充電傳輸,2,1,2018-04-11
2177,977182851,iPhone充電傳輸,2,2,2018-04-11
2178,213405014,iPhone充電傳輸,2,2,2018-04-11
2179,961843496,iPhone充電傳輸,2,2,2018-04-11
2180,278763094,iPhone充電傳輸,2,2,2018-04-11
2181,374721477,iPhone充電傳輸,2,2,2018-04-11
2182,114419151,iPhone充電傳輸,2,2,2018-04-11
2183,958150058,iPhone充電傳輸,2,2,2018-04-11
2184,85531896,iPhone充電傳輸,2,2,2018-04-11
2185,831051313,iPhone充電傳輸,2,2,2018-04-11
2186,1011020418,iPhone充電傳輸,2,2,2018-04-11
2187,943382251,iPhone充電傳輸,2,2,2018-04-11
2188,606235116,iPhone充電傳輸,2,2,2018-04-11
2189,508635614,iPhone充電傳輸,2,2,2018-04-11
2190,708575839,iPhone充電傳輸,2,2,2018-04-11
