"5568","80"
"5658","80"
"5666","80"
"5667","80"
"5672","80"
"5673","80"
"5674","25"
"5675","80"
"5676","78"
"5678","7"
"5679","13"
"5680","66"
"5682","32"
"5683","80"
"5684","80"
"5685","80"
"5686","80"
"5687","80"
"5688","80"
"5689","80"
"5690","60"
"5691","80"
"5692","80"
"5693","80"
"5694","24"
"5695","80"
"5696","57"
"5697","80"
"5698","80"
"5699","80"
"5700","80"
"5701","80"
"5702","80"
"5704","80"
"5705","80"
"5706","80"
"5707","58"
"5708","80"
"5709","80"
"5710","80"
"5713","80"
"5716","80"
"5717","80"
"5718","80"
"5720","80"
"5723","80"
"5724","80"
"5725","80"
"5726","80"
"5727","80"
"5728","80"
"5729","80"
"5730","80"
"5731","80"
"5732","80"
"5736","80"
"5737","80"
"5738","80"
"5740","80"
"5741","80"
"5744","80"
"5745","80"
"5746","80"
"5747","80"
"5748","80"
"5749","80"
"5752","80"
"5753","80"
"5754","80"
"5755","80"
"5756","80"
"5757","80"
"5758","80"
"5759","80"
"5761","80"
"5762","80"
"5763","80"
"5764","80"
"5765","80"
"5767","80"
"5768","80"
"5770","80"
"5771","80"
"5772","80"
"5773","80"
"5774","80"
"5775","80"
"5776","80"
"5777","80"
"5778","80"
"5779","80"
"5780","80"
"5781","80"
"5782","80"
"5783","80"
"5784","80"
"5785","80"
"5786","80"
"5787","80"
"5788","80"
"5789","80"
"5791","80"
"5792","80"
"5793","80"
"5794","80"
"5795","80"
"5796","80"
"5797","29"
"5799","80"
"5800","80"
"5801","80"
"5802","80"
"5803","80"
"5804","80"
"5805","80"
"5806","80"
"5807","25"
"5808","80"
"5809","80"
"5810","69"
"5811","80"
"5814","80"
"5815","80"
"5816","77"
"5817","80"
"5818","64"
"5819","80"
"5820","80"
"5822","80"
"5824","80"
"5825","80"
"5826","80"
"5827","80"
"5828","80"
"5829","80"
"5830","80"
"5832","80"
"5834","80"
"5837","80"
"5838","80"
"5839","80"
"5840","80"
"5841","80"
"5843","80"
"5845","80"
"5846","80"
"5850","80"
"5851","80"
"5852","80"
"5853","80"
"5854","80"
"5855","80"
"5856","80"
"5857","80"
"5858","80"
"5859","80"
"5860","80"
"5861","80"
"5862","80"
"5863","24"
"5864","80"
"5865","80"
"5866","80"
"5867","80"
"5868","80"
"5869","76"
"5870","80"
"5871","80"
"5872","80"
"5873","80"
"5874","80"
"5875","80"
"5877","20"
"5878","80"
"5879","80"
"5880","80"
"5881","80"
"5884","80"
"5885","80"
"5889","80"
"5890","80"
"5891","80"
"5892","80"
"5893","80"
"5898","80"
"5899","80"
"5900","80"
"5901","80"
"5902","80"
"5903","80"
"5904","80"
"5905","80"
"5906","80"
"5907","80"
"5908","80"
"5909","80"
"5910","80"
"5911","80"
"5912","80"
"5913","80"
"5914","80"
"5920","80"
"5922","80"
"5924","80"
"5925","80"
"5927","80"
"5931","80"
"5932","80"
"5933","80"
"5938","80"
"5939","80"
"7606","80"
"7609","80"
"7611","80"
"7613","80"
"7617","80"
"7618","80"
"7627","80"
"7628","80"
"7630","80"
"7637","80"
"7639","80"
"7640","80"
"7641","80"
"7644","80"
"7645","80"
"7649","80"
"7650","80"
"7654","80"
"7655","80"
"7663","80"
"7665","80"
"7666","80"
"7667","80"
"7670","80"
"7671","80"
"7675","80"
"7676","80"
"7678","80"
"7680","80"
"7686","80"
"7687","80"
"7689","80"
"7695","80"
"7696","80"
"7697","80"
"7698","80"
"7709","80"
"7710","80"
"7711","80"
"7712","80"
"7713","80"
"7714","80"
"7715","80"
"7716","80"
"7717","80"
"7718","80"
"7720","80"
"7722","80"
"7723","80"
"7724","34"
"7725","80"
"7726","80"
"7727","80"
"7728","80"
"7729","80"
"7730","80"
"7731","80"
"7732","8"
"7733","74"
"7735","80"
"7736","80"
"7738","80"
"7739","80"
"7741","80"
"7742","80"
"7743","80"
"7745","80"
"7746","80"
"7747","43"
"7748","80"
"7749","80"
"7750","80"
"7751","67"
"7752","80"
"7753","80"
"7754","80"
"7755","80"
"7756","80"
"7757","80"
"7758","80"
"7759","80"
"7760","80"
"7762","80"
"7763","80"
"7764","80"
"7765","80"
"7766","80"
"7767","80"
"7768","80"
"7769","54"
"7770","80"
"7771","80"
"7772","80"
"7773","80"
"7774","80"
"7775","80"
"7776","80"
"7777","80"
"7778","80"
"7779","80"
"7781","80"
"7782","80"
"7783","80"
"7784","80"
"7786","80"
"7787","80"
"7788","80"
"7790","80"
"7791","80"
"7793","80"
"7794","80"
"7795","80"
"7796","80"
"7797","80"
"7798","80"
"7799","80"
"7800","80"
"7802","80"
"7803","80"
"7804","80"
"7806","80"
"7807","80"
"7809","80"
"7811","37"
"7812","80"
"7814","80"
"7815","46"
"7817","80"
"7818","80"
"7819","80"
"7820","80"
"7821","80"
"7823","80"
"7824","80"
"7826","80"
"7827","80"
"7828","80"
"7829","80"
"7830","80"
"7831","80"
"7832","80"
"7833","80"
"7835","80"
"7836","80"
"7837","80"
"7838","80"
"7839","80"
"7840","80"
"7841","80"
"7842","80"
"7843","80"
"7845","80"
"7846","80"
"7847","63"
"7849","69"
"7850","80"
"7851","80"
"7853","80"
"7854","80"
"7855","23"
"7856","52"
"7857","80"
"7859","80"
"7860","80"
"7861","80"
"7862","80"
"7863","74"
"7865","80"
"7866","80"
"7867","80"
"7868","80"
"7869","37"
"7871","38"
"7872","80"
"7874","80"
"7875","69"
"7877","80"
"7878","80"
"7879","68"
"7881","80"
"7882","62"
"7883","80"
"7884","80"
"7885","47"
"7886","80"
"7887","80"
"7888","80"
"7890","71"
"7891","80"
"7892","73"
"7893","80"
"7895","7"
"7901","37"
"7902","32"
"7903","76"
"7904","52"
"7905","80"
"7906","80"
"7910","67"
"7911","80"
"7912","16"
"7915","76"
"7919","61"
"7920","21"
"7921","80"
"7922","80"
"7924","26"
"7925","50"
"7926","32"
"7928","50"
