item_id,product_name,item_name,item_price,item_stock
113396136,64G_i_phone_6_金色,,12000,1
113396136,64G_i_phone_6_金色,,12000,1
11282131,duffy_雪莉玫_達菲熊_iphone8iphone76splus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼,C款IP678Plus螢幕貼55吋,200,1
11282131,duffy_雪莉玫_達菲熊_iphone8iphone76splus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼,C款IP678_螢幕貼47吋,200,1
11282131,duffy_雪莉玫_達菲熊_iphone8iphone76splus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼,D款IP678Plus螢幕貼55吋,200,1
11282131,duffy_雪莉玫_達菲熊_iphone8iphone76splus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼,D款IP678_螢幕貼47吋,,0
51727401,黛拉拉_卡通迪士尼矽膠手機掛繩__手機吊繩_可調長短手機配件J909,請備註圖案編號,59,393
15912317,韓國_手機防塵塞,兔,25,1
15912317,韓國_手機防塵塞,猴,25,1
15912317,韓國_手機防塵塞,蝴蝶結,25,1
14891669,kikilala_雙子星_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼_可愛,A款IP678Plus螢幕貼55吋,,0
14891669,kikilala_雙子星_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼_可愛,A款IP678_螢幕貼47吋,,0
14891669,kikilala_雙子星_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼_可愛,B款IP678Plus螢幕貼55吋,200,1
14891669,kikilala_雙子星_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼_可愛,B款IP678_螢幕貼47吋,,0
14891669,kikilala_雙子星_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼_可愛,C款IP678Plus螢幕貼55吋,200,1
14891669,kikilala_雙子星_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼_可愛,C款IP678_螢幕貼47吋,200,1
14891669,kikilala_雙子星_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼_可愛,D款IP678Plus螢幕貼55吋,,0
14891669,kikilala_雙子星_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_保護貼_鋼化貼_可愛,D款IP678_螢幕貼47吋,200,1
26033705,Hello_kitty_凱蒂貓_點點系列矽膠造型手機殼___IPHONE_6_6s_47吋,白色,79,5
26033705,Hello_kitty_凱蒂貓_點點系列矽膠造型手機殼___IPHONE_6_6s_47吋,青綠色,79,4
26033705,Hello_kitty_凱蒂貓_點點系列矽膠造型手機殼___IPHONE_6_6s_47吋,粉紅,79,3
26033705,Hello_kitty_凱蒂貓_點點系列矽膠造型手機殼___IPHONE_6_6s_47吋,橘紅,79,1
521963399,黛拉拉_三合一合金鑲鑽指環支架掛繩_可拆旋轉手機掛繩__手機吊繩手機配件J904,金色只有短繩圈,69,99
521963399,黛拉拉_三合一合金鑲鑽指環支架掛繩_可拆旋轉手機掛繩__手機吊繩手機配件J904,銀色只有短繩圈,69,99
521963399,黛拉拉_三合一合金鑲鑽指環支架掛繩_可拆旋轉手機掛繩__手機吊繩手機配件J904,玫瑰金只有短繩圈,69,86
521963399,黛拉拉_三合一合金鑲鑽指環支架掛繩_可拆旋轉手機掛繩__手機吊繩手機配件J904,黑色只有短繩圈,69,80
521963399,黛拉拉_三合一合金鑲鑽指環支架掛繩_可拆旋轉手機掛繩__手機吊繩手機配件J904,金色短繩圈長掛繩,84,96
521963399,黛拉拉_三合一合金鑲鑽指環支架掛繩_可拆旋轉手機掛繩__手機吊繩手機配件J904,銀色短繩圈長掛繩,84,98
521963399,黛拉拉_三合一合金鑲鑽指環支架掛繩_可拆旋轉手機掛繩__手機吊繩手機配件J904,玫瑰金短繩圈長掛繩,84,89
521963399,黛拉拉_三合一合金鑲鑽指環支架掛繩_可拆旋轉手機掛繩__手機吊繩手機配件J904,黑色短繩圈長掛繩,84,84
202246162,HANG_E500_行動電源_5200mAh,紅,250,1
202246162,HANG_E500_行動電源_5200mAh,藍,250,1
14897615,全滿版_大耳狗_肉桂狗_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_玻璃鋼化貼_保護貼,66s78_螢幕貼47吋,230,1
14897615,全滿版_大耳狗_肉桂狗_iphone8iphone76s8plus_玻璃貼_螢幕貼_鋼化膜_玻璃鋼化貼_保護貼,66s78Plus螢幕貼55吋,,0
5359293,黛拉拉部分現貨iPhone情侶米奇米妮掛繩手機殼全包保護殼手機套保護套軟殼P028,米奇i66S47,140,91
5359293,黛拉拉部分現貨iPhone情侶米奇米妮掛繩手機殼全包保護殼手機套保護套軟殼P028,米奇6plus55,140,94
5359293,黛拉拉部分現貨iPhone情侶米奇米妮掛繩手機殼全包保護殼手機套保護套軟殼P028,米奇i7i847,140,86
5359293,黛拉拉部分現貨iPhone情侶米奇米妮掛繩手機殼全包保護殼手機套保護套軟殼P028,米奇7plus8plus55,140,86
5359293,黛拉拉部分現貨iPhone情侶米奇米妮掛繩手機殼全包保護殼手機套保護套軟殼P028,米妮i66S47,140,95
5359293,黛拉拉部分現貨iPhone情侶米奇米妮掛繩手機殼全包保護殼手機套保護套軟殼P028,米妮6plus55,140,86
5359293,黛拉拉部分現貨iPhone情侶米奇米妮掛繩手機殼全包保護殼手機套保護套軟殼P028,米妮i7i847,140,85
5359293,黛拉拉部分現貨iPhone情侶米奇米妮掛繩手機殼全包保護殼手機套保護套軟殼P028,米妮7plus8plus55,140,87
8060904,現貨HTC_desire_816_立體浮雕手機殼硬殼_招財貓,招財貓,168,1
8060904,現貨HTC_desire_816_立體浮雕手機殼硬殼_招財貓,龍貓,,0
30809690,Hello_Kitty_壓紋_蠶絲紋_手機保護套_手機殼__iPhone_6_6s_47吋,1號,,0
30809690,Hello_Kitty_壓紋_蠶絲紋_手機保護套_手機殼__iPhone_6_6s_47吋,2號,49,2
30809690,Hello_Kitty_壓紋_蠶絲紋_手機保護套_手機殼__iPhone_6_6s_47吋,3號,49,4
30809690,Hello_Kitty_壓紋_蠶絲紋_手機保護套_手機殼__iPhone_6_6s_47吋,4號,49,3
36658866,半屏_玻璃_kitty_鋼化玻璃貼_iphone88plusplusiphone77plus_保護貼_螢幕貼,66s7_禮物款47吋,,0
36658866,半屏_玻璃_kitty_鋼化玻璃貼_iphone88plusplusiphone77plus_保護貼_螢幕貼,66s78_海豚款47吋,250,3
36658866,半屏_玻璃_kitty_鋼化玻璃貼_iphone88plusplusiphone77plus_保護貼_螢幕貼,66s7_游泳款47吋,,0
36658866,半屏_玻璃_kitty_鋼化玻璃貼_iphone88plusplusiphone77plus_保護貼_螢幕貼,66s78plus_禮物款55吋,,0
36658866,半屏_玻璃_kitty_鋼化玻璃貼_iphone88plusplusiphone77plus_保護貼_螢幕貼,66s7plus_海豚款55吋,,0
36658866,半屏_玻璃_kitty_鋼化玻璃貼_iphone88plusplusiphone77plus_保護貼_螢幕貼,66s7plus_游泳款55吋,,0
5406734,黛拉拉多型號透明超薄清水套手機殼保護殼手機套保護套軟殼P062,紅請備註手機型號,80,49
5406734,黛拉拉多型號透明超薄清水套手機殼保護殼手機套保護套軟殼P062,粉請備註手機型號,80,47
5406734,黛拉拉多型號透明超薄清水套手機殼保護殼手機套保護套軟殼P062,紫請備註手機型號,80,50
5406734,黛拉拉多型號透明超薄清水套手機殼保護殼手機套保護套軟殼P062,綠請備註手機型號,80,50
5406734,黛拉拉多型號透明超薄清水套手機殼保護殼手機套保護套軟殼P062,藍請備註手機型號,80,48
5406734,黛拉拉多型號透明超薄清水套手機殼保護殼手機套保護套軟殼P062,透明請備註手機型號,80,32
5406734,黛拉拉多型號透明超薄清水套手機殼保護殼手機套保護套軟殼P062,黑請備註手機型號,80,47
388194946,Apple_Lightning_to_USB_原廠充電線,一米充電線,259,100
388194946,Apple_Lightning_to_USB_原廠充電線,二米充電線,279,99
388194946,Apple_Lightning_to_USB_原廠充電線,三米充電線,299,100
36659387,肉桂狗_大耳狗_iphone66splusiphone77plus_玻璃膜_鋼化貼_手機套_螢幕貼_手機殼,AIP7Plus_藍色組合價55吋,,0
36659387,肉桂狗_大耳狗_iphone66splusiphone77plus_玻璃膜_鋼化貼_手機套_螢幕貼_手機殼,BIP7_藍色組合價47吋,,0
36659387,肉桂狗_大耳狗_iphone66splusiphone77plus_玻璃膜_鋼化貼_手機套_螢幕貼_手機殼,C66sPlus藍色組合價55吋,,0
36659387,肉桂狗_大耳狗_iphone66splusiphone77plus_玻璃膜_鋼化貼_手機套_螢幕貼_手機殼,D66s_藍色組合價47吋,,0
36659387,肉桂狗_大耳狗_iphone66splusiphone77plus_玻璃膜_鋼化貼_手機套_螢幕貼_手機殼,E_iP7Plus藍色螢幕貼55吋,250,1
36659387,肉桂狗_大耳狗_iphone66splusiphone77plus_玻璃膜_鋼化貼_手機套_螢幕貼_手機殼,F_66S藍色螢幕貼47吋,,0
