item_id,product_name,item_name,item_price,item_stock
169514723,雙USB行動電源Myfone台灣大哥大9000安培雙USB行動電源,米白色,349,1
13586224,泰國設計師款萬用手機相機包_1319cm,麥克傑克森款,299,1
13586341,現貨出清kanahei卡娜赫拉卡通玻璃膜鋼化膜透明前膜保護貼保護膜_iphone5SE678,678B現貨1,190,1
112631848,手機防塵塞_耳機塞_蝙蝠俠拭鏡布_鏡頭擦拭布_螢幕_眼鏡_單眼_數位相機_類單眼_re_液晶螢幕_電腦_iPhone_7,萬聖節特價甜蜜桃,158,999
112631848,手機防塵塞_耳機塞_蝙蝠俠拭鏡布_鏡頭擦拭布_螢幕_眼鏡_單眼_數位相機_類單眼_re_液晶螢幕_電腦_iPhone_7,萬聖節特價蝙蝠黑,158,998
112631848,手機防塵塞_耳機塞_蝙蝠俠拭鏡布_鏡頭擦拭布_螢幕_眼鏡_單眼_數位相機_類單眼_re_液晶螢幕_電腦_iPhone_7,萬聖節特價甜蜜桃1蝙蝠黑1,258,999
1000005655,品樂通訊ASUS_ZenFoneLive_ZB501KL_16GB_全新未拆實體店面取機付款,金,3050,1
1000005655,品樂通訊ASUS_ZenFoneLive_ZB501KL_16GB_全新未拆實體店面取機付款,粉,3050,1
1000005655,品樂通訊ASUS_ZenFoneLive_ZB501KL_16GB_全新未拆實體店面取機付款,藍,3050,1
135864424,T3即插式美顏音箱手機直播補光燈美顏自拍燈手機音響直插便攜小音箱擴音器喇叭,桃色,159,45
135864424,T3即插式美顏音箱手機直播補光燈美顏自拍燈手機音響直插便攜小音箱擴音器喇叭,白色,159,49
135864424,T3即插式美顏音箱手機直播補光燈美顏自拍燈手機音響直插便攜小音箱擴音器喇叭,黑色,159,46
135864424,T3即插式美顏音箱手機直播補光燈美顏自拍燈手機音響直插便攜小音箱擴音器喇叭,綠色,159,47
112634094,I_phone_6_16g,灰,11000,1
11263466,超級廣角_自拍鏡Apple_I_phone_Samsung_htc_Sony_旅遊必備_自拍鏡_廣角鏡_超級廣角,紅色,99,4
11263466,超級廣角_自拍鏡Apple_I_phone_Samsung_htc_Sony_旅遊必備_自拍鏡_廣角鏡_超級廣角,黑色,99,15
11263466,超級廣角_自拍鏡Apple_I_phone_Samsung_htc_Sony_旅遊必備_自拍鏡_廣角鏡_超級廣角,藍色,99,5
11263466,超級廣角_自拍鏡Apple_I_phone_Samsung_htc_Sony_旅遊必備_自拍鏡_廣角鏡_超級廣角,銀色,99,18
11263466,超級廣角_自拍鏡Apple_I_phone_Samsung_htc_Sony_旅遊必備_自拍鏡_廣角鏡_超級廣角,金色,99,8
13586525,現貨I_phone姆明族亞美手機殼,亞美大頭55吋,100,1
13586525,現貨I_phone姆明族亞美手機殼,亞美頭集合55吋,,0
1000030010,品樂通訊ASUS_ZenFone_Max_Plus_ZB570TL__全新未拆空機實體店面取機付款,黑,5700,1
1000030010,品樂通訊ASUS_ZenFone_Max_Plus_ZB570TL__全新未拆空機實體店面取機付款,金,5700,1
1000030010,品樂通訊ASUS_ZenFone_Max_Plus_ZB570TL__全新未拆空機實體店面取機付款,藍,5700,1
169517398,圖拉斯直播補光燈主播手機神器美顏燈自拍燈瘦臉拍照打光嫩膚高清,玫瑰金,868,19
169517398,圖拉斯直播補光燈主播手機神器美顏燈自拍燈瘦臉拍照打光嫩膚高清,土豪金,868,19
169517398,圖拉斯直播補光燈主播手機神器美顏燈自拍燈瘦臉拍照打光嫩膚高清,中國紅,868,19
11264193,蝦蝦宅購網GOLF金屬合金編織尼龍繩_安卓快速充電線_2米,銀,130,8
11264193,蝦蝦宅購網GOLF金屬合金編織尼龍繩_安卓快速充電線_2米,金,130,9
11264193,蝦蝦宅購網GOLF金屬合金編織尼龍繩_安卓快速充電線_2米,不挑色,120,10
13586766,編號712款下標處多款手機電源貼_卡通豆腐貼,7米奇藍,50,2
13586766,編號712款下標處多款手機電源貼_卡通豆腐貼,8小叮鈴,50,3
13586766,編號712款下標處多款手機電源貼_卡通豆腐貼,9唐老鴨,50,2
13586766,編號712款下標處多款手機電源貼_卡通豆腐貼,10拉拉熊白,50,4
13586766,編號712款下標處多款手機電源貼_卡通豆腐貼,11Kitty碎花,50,4
13586766,編號712款下標處多款手機電源貼_卡通豆腐貼,12大嘴猴點點,50,1
169518164,三星GALAXY_A5_A7_2017_3D曲面熱彎曲_全屏9H滿版玻璃防爆膜_全覆蓋保護貼膜,A5200黑色,250,1
169518164,三星GALAXY_A5_A7_2017_3D曲面熱彎曲_全屏9H滿版玻璃防爆膜_全覆蓋保護貼膜,A7200黑色,,0
13586990,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,NOTE2,50,1
13586990,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,NOTE3,50,5
13586990,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,NOTE4,50,99
13586990,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,NOTE5,50,5
13586990,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,S4,50,3
13586990,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,S5,50,9
13586990,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,S6,50,103
13586990,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,S7,50,10
13586990,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,S7滿版,150,8
112645696,安卓_Micro_轉_TYPEC_二合一快速充電傳輸線_21A充電線_QC20_QC30_可用_A57A77,白色,150,9
112645696,安卓_Micro_轉_TYPEC_二合一快速充電傳輸線_21A充電線_QC20_QC30_可用_A57A77,藍色,150,10
112645696,安卓_Micro_轉_TYPEC_二合一快速充電傳輸線_21A充電線_QC20_QC30_可用_A57A77,粉色,150,9
112645696,安卓_Micro_轉_TYPEC_二合一快速充電傳輸線_21A充電線_QC20_QC30_可用_A57A77,綠色,150,10
112646354,橄欖式外星人藍芽音響,黑,390,3
112646354,橄欖式外星人藍芽音響,紅,390,4
112647030,安卓_Micro_轉_TYPEC_2合1快速充電傳輸線_21A充電線_QC20_QC30_可用_R11SR9S,白色,150,10
112647030,安卓_Micro_轉_TYPEC_2合1快速充電傳輸線_21A充電線_QC20_QC30_可用_R11SR9S,藍色,150,10
112647030,安卓_Micro_轉_TYPEC_2合1快速充電傳輸線_21A充電線_QC20_QC30_可用_R11SR9S,粉色,150,10
112647030,安卓_Micro_轉_TYPEC_2合1快速充電傳輸線_21A充電線_QC20_QC30_可用_R11SR9S,綠色,150,10
135876263,T3即插式美顏音箱手機直播補光燈美顏自拍燈手機音響直插便攜小音箱擴音器喇叭,黑色,145,47
135876263,T3即插式美顏音箱手機直播補光燈美顏自拍燈手機音響直插便攜小音箱擴音器喇叭,白色,145,48
135876263,T3即插式美顏音箱手機直播補光燈美顏自拍燈手機音響直插便攜小音箱擴音器喇叭,桃色,145,50
